house_floor,city,house_area,fee,house_used,estate,m2_price,street_name,house_style,property_right,field,total_price,house_decoration,sele_power,house_direction,build_area,room_link
低楼层 (共12层),杭州,49.62㎡,,满五年,绿城丁香公馆,19048yuan/m2,湘湖,1室1厅1厨1卫,50年,萧山,120w,精装,"
                    这个小区所在位置是在湘湖边 适合白领、单身 、成功人士等对居住要求比较高的人士优选，绿城管家式的物业还是好的
                  ",西北,63㎡,https://hz.lianjia.com/ershoufang/103101536300.html
低楼层 (共32层),烟台,60.08㎡,,满两年,万泰海公馆,8666yuan/m2,星颐广场,2室1厅1厨1卫,有,开发区,68w,简装,"
                    小户型低总价，成熟配套，生活便利，上学方便
                  ",南,78.47㎡,https://yt.lianjia.com/ershoufang/103101216629.html
中楼层 (共5层),烟台,暂无数据,,满五年,迎祥路,20822yuan/m2,厚安,3室1厅1厨1卫,暂无数据,芝罘,180w,简装,"
                    交通出行方便，楼下就有公交站点，有1路，5路，10路，52路，51路，43路等等经过，可直达莱山和各大商场，汽车站，火车站。
                  ",南 北,86.45㎡,https://yt.lianjia.com/ershoufang/103101676646.html
低楼层 (共16层),杭州,73.21㎡,,满五年,嘉里桦枫居,33876yuan/m2,石桥,3室2厅1厨1卫,70年,下城,300w,精装,"
                    此房满五年，没有增值税，以家庭为单位，有个税，设施完善
                  ",南 北,88.56㎡,https://hz.lianjia.com/ershoufang/103100864759.html
中楼层 (共7层),杭州,1㎡,,满五年,金田花园,36406yuan/m2,文三西路,2室1厅1厨1卫,70年,西湖,320w,简装,"
                    两房朝南 主卧带阳台  次卧带飘窗  客厅敞亮 空间大 整个房子光线充足
                  ",南,87.9㎡,https://hz.lianjia.com/ershoufang/103101802956.html
高楼层 (共5层),烟台,暂无数据,,满五年,幸福东街,8068yuan/m2,幸福,1室1厅1厨1卫,暂无数据,芝罘,40w,其他,"
                    商场：家家悦超市、振华广场 医院：海港医院、中医院，万华医院 邮局：中国邮政 银行：工商银行、烟台银行，农业银行，建设银行，工商银行 其他：祥和市场
                  ",西,49.58㎡,https://yt.lianjia.com/ershoufang/103101648798.html
中楼层 (共29层),杭州,69.84㎡,,满五年,金隅观澜时代,29207yuan/m2,沿江南,3室2厅1厨1卫,70年,下沙,255w,精装,"
                    户型是金隅观澜时代经典小三房，三房朝南，实用性强，采光无遮挡，楼层适宜，小区绿化好，适宜居住。车位特殊可停两辆车。
                  ",南,87.31㎡,https://hz.lianjia.com/ershoufang/103101823403.html
中楼层 (共11层),杭州,125.87㎡,,满五年,梧桐公寓,59929yuan/m2,文教,3室2厅1厨2卫,70年,西湖,900w,毛坯,"
                                              ",东 南,150.18㎡,https://hz.lianjia.com/ershoufang/103101585925.html
高楼层 (共18层),杭州,111.08㎡,,满两年,南肖埠文景苑,41877yuan/m2,华家池,3室2厅1厨2卫,70年,江干,600w,简装,"
                                              ",南 北,143.28㎡,https://hz.lianjia.com/ershoufang/103101480407.html
高楼层 (共5层),杭州,50㎡,,满五年,竹林寺,27778yuan/m2,萧山市区,2室1厅1厨1卫,70年,萧山,150w,简装,"
                    此小区配套设施齐全，购物便捷，生活出行方便。是你生活居家的不错选择。
                  ",南,54㎡,https://hz.lianjia.com/ershoufang/103101803886.html
高楼层 (共32层),烟台,暂无数据,,满两年,中建悦海和园,7188yuan/m2,开发区周边,3室1厅1厨1卫,暂无数据,开发区,72w,其他,"
                    中建悦海和园，精装3室，视野好，看房方便
                  ",南 北,100.17㎡,https://yt.lianjia.com/ershoufang/103101364153.html
中楼层 (共17层),杭州,96.44㎡,,满五年,紫金港湾,32521yuan/m2,三墩,3室2厅1厨2卫,70年,西湖,400w,毛坯,"
                    楼层好  南北通透  边套  送车位
                  ",南 北,123㎡,https://hz.lianjia.com/ershoufang/103101819451.html
高楼层 (共7层),杭州,90㎡,,满五年,金成花园,38736yuan/m2,文一西路,3室1厅1厨1卫,70年,西湖,380w,简装,"
                    此房满五年不唯一，装修简单，户型全明，带露台
                  ",南,98.1㎡,https://hz.lianjia.com/ershoufang/103101485514.html
中楼层 (共6层),杭州,暂无数据,,满五年,省机施宿舍,40947yuan/m2,三里亭,2室1厅1厨1卫,70年,江干,270w,精装,"
                    房子出来步行200米就是天城路公交站，或者是地铁1号线闸弄口站A出口。
                  ",南 北,65.94㎡,https://hz.lianjia.com/ershoufang/103101740209.html
低楼层 (共15层),杭州,73.23㎡,,满五年,嘉里桦枫居,36406yuan/m2,石桥,3室1厅1厨1卫,70年,下城,320w,精装,"
                    此房是桦枫居比较正气的小三房，主卧和次卧朝南，书房和客厅朝北，餐厅和客厅南北通透的。每个功能间都有窗户，全明户型。
                  ",南,87.9㎡,https://hz.lianjia.com/ershoufang/103101739776.html
高楼层 (共6层),杭州,55.68㎡,,满五年,大关西八苑,31994yuan/m2,大关,2室1厅1厨1卫,70年,拱墅,195w,简装,"
                    此房是一个南北通透的两房，南北各一个卧室，通风好。楼层是位于顶层。适合年轻的客户。大关西八苑是1995-1996年的房龄，此房位于小区中间位置，旁边有小区公园。户型是一南一北的户型，主卧带阳台。清爽装修，采光充足。
                  ",南,60.95㎡,https://hz.lianjia.com/ershoufang/103101563320.html
高楼层 (共17层),杭州,暂无数据,,满五年,智格新怡家园,27157yuan/m2,工业园南,2室1厅1厨1卫,70年,下沙,165w,简装,"
                  ",南 北,60.76㎡,https://hz.lianjia.com/ershoufang/103101419052.html
中楼层 (共7层),杭州,暂无数据,,暂无数据,三里新城桂苑,41000yuan/m2,三里亭,2室1厅1厨1卫,70年,江干,339.6w,简装,"
                    房子满五唯一，两房朝南，南北通透，中间楼层
                  ",南 北,82.83㎡,https://hz.lianjia.com/ershoufang/103101720496.html
高楼层 (共18层),杭州,70.5㎡,,满五年,水印康庭,39702yuan/m2,三塘,2室1厅1厨1卫,70年,下城,330w,精装,"
                    2006年的商品房，得房率85%，两房朝南，主卧带阳台，次卧带飘窗，卫生间和厨房皆有开窗，全明户型，客厅朝东南开窗采小区花园景观
                  ",东南 南,83.12㎡,https://hz.lianjia.com/ershoufang/103101682366.html
低楼层 (共10层),杭州,133.96㎡,,满五年,春江花月,53880yuan/m2,南星,3室2厅1厨2卫,70年,上城,850w,简装,"
                    3室2厅1厨2卫，两房朝南都带阳台，厅朝南带阳台，一房朝北，餐厅朝北带阳台，厨房朝北，采光好无遮挡

                  ",东南,157.76㎡,https://hz.lianjia.com/ershoufang/103101718510.html
中楼层 (共5层),杭州,188.13㎡,,满五年,六和源,36586yuan/m2,复兴,4室2厅1厨2卫,70年,上城,750w,精装,"
                    2005年建造的排屋，大开间，适合自己装修设计，采光好，南北通透
                  ",南,205㎡,https://hz.lianjia.com/ershoufang/103101653249.html
中楼层 (共16层),杭州,暂无数据,,满五年,丁桥景园南苑,27268yuan/m2,丁桥,2室2厅1厨1卫,70年,江干,260w,精装,"
                    B3城站火车站,85到大关、81，99到景芳、95到运河广场、B支2到市府大楼、218到武林广场（夜间）.272到文一路
                  ",东南,95.35㎡,https://hz.lianjia.com/ershoufang/103101713094.html
高楼层 (共25层),杭州,暂无数据,,满五年,红树林花园,38465yuan/m2,闸弄口,3室2厅1厨1卫,70年,江干,435w,精装,"
                    房子精装修,房东自住,诚心出售,.地铁距离300米左右,
                  ",南,113.09㎡,https://hz.lianjia.com/ershoufang/103101553613.html
中楼层 (共33层),杭州,69.6㎡,,满五年,欣盛东方郡西区,48090yuan/m2,滨江区政府,2室2厅1厨1卫,70年,滨江,428w,简装,"
                    中等装修，两房朝南，客厅朝南，满五年，免双税
                  ",南,89㎡,https://hz.lianjia.com/ershoufang/103101529755.html
中楼层 (共7层),杭州,暂无数据,,满五年,仓基新村,37983yuan/m2,信义坊,3室0厅1厨1卫,70年,拱墅,195w,简装,"
                    仓基新村京杭大运河，西边靠着湖墅南路，小区的话出门就是仓基新村公交站台，出行方便，可以乘坐188路,151路公交车直达汽车北站，76路公交车直达武林小广场。
                  ",东,51.34㎡,https://hz.lianjia.com/ershoufang/103101450205.html
低楼层 (共16层),杭州,54.79㎡,,满五年,嘉里桦枫居,30176yuan/m2,石桥,1室2厅1厨1卫,70年,下城,200w,精装,"
                    此房为开发商统一精装修，保养好，户型正。家具家电齐全，可以拎包入住，为您省去装修费用和装修时间。
                  ",南,66.28㎡,https://hz.lianjia.com/ershoufang/103101409815.html
低楼层 (共7层),杭州,暂无数据,,满五年,马塍路11号,66848yuan/m2,九莲,2室1厅1厨1卫,70年,西湖,420w,简装,"
                    西边套 户型正气 二房朝南 文三街十三中 房龄95年
                  ",南 北,62.83㎡,https://hz.lianjia.com/ershoufang/103101523211.html
低楼层 (共6层),杭州,暂无数据,,满五年,崇文公寓,80060yuan/m2,学军,3室2厅1厨2卫,70年,西湖,860w,精装,"
                    学军十三中 南北通透 房龄2006年 采光无遮挡
                  ",南 北,107.42㎡,https://hz.lianjia.com/ershoufang/103101598672.html
中楼层 (共7层),杭州,暂无数据,,满五年,康乐新村,37228yuan/m2,文三西路,2室1厅1厨1卫,70年,西湖,290w,简装,"
                    小区门口出门200米就有一个大型的公交车站康乐新村站，公交线路众多如：179，290,70,41，均可直达杭州市城站火车站及杭州市火车东站，交通便利
                  ",东 西,77.9㎡,https://hz.lianjia.com/ershoufang/103101518398.html
低楼层 (共24层),杭州,71.2㎡,,满五年,龙湖滟澜山澜轩,35787yuan/m2,金沙湖,2室2厅1厨1卫,70年,下沙,320w,精装,"
                    金沙湖板块，楼层好，格局好，精装修30万全送
                  ",南,89.42㎡,https://hz.lianjia.com/ershoufang/103101569928.html
中楼层 (共6层),杭州,暂无数据,,满五年,翠苑三区,37947yuan/m2,翠苑,3室1厅1厨1卫,70年,西湖,252w,简装,"
                    翠苑三区 中间楼层小三房 东边套，房东诚心出售。免双税。
                  ",东 南,66.41㎡,https://hz.lianjia.com/ershoufang/103101543809.html
高楼层 (共9层),佛山,暂无数据,,满五年,同华社区,8304yuan/m2,同济,2室2厅0厨2卫,70年,禅城,93w,简装,"
                    配套完善 交通方便
                  ",南 北,112㎡,https://fs.lianjia.com/ershoufang/FS0002057794.html
高楼层 (共29层),佛山,暂无数据,,满两年,星星凯旋国际,23596yuan/m2,朝安,3室2厅0厨2卫,70年,禅城,210w,毛坯,"
                    此物业为清水毛坯，四面墙壁为水泥墙壁，主人房带独立卫生间，房间带有飘窗，高层采光很好
                  ",北,89㎡,https://fs.lianjia.com/ershoufang/FS0002796874.html
高楼层 (共8层),佛山,暂无数据,,满五年,中南花园华榕居,20028yuan/m2,黄岐,3室1厅1厨1卫,70年,南海,146w,简装,"
                    南向望花园
                  ",南,72.9㎡,https://fs.lianjia.com/ershoufang/FS0003095218.html
中楼层 (共28层),杭州,64.4㎡,,满五年,德嘉金沙阳光,26974yuan/m2,金沙湖,2室2厅1厨1卫,70年,下沙,230w,简装,"
                    此房满五年唯一省税费 主卧室客厅朝南 采光充足 视野好 。
                  ",东南,85.27㎡,https://hz.lianjia.com/ershoufang/103101427607.html
低楼层 (共18层),杭州,89.22㎡,,满五年,小河佳苑,32519yuan/m2,和睦,3室2厅1厨1卫,70年,拱墅,370w,精装,"
                    公交：小河佳苑站：1路、61路、79路、516路。和睦新村东站：61路、63路、70路、76路、129路、185路。莫干山路与登云路口站：153路、15路、188路、192路、204路、227路、61路、67路、70路、70路区间、90路、93路
                  ",南,113.78㎡,https://hz.lianjia.com/ershoufang/103101726130.html
低楼层 (共1层),杭州,暂无数据,,满五年,绿都湖滨花园,80295yuan/m2,萧山新城区,6室3厅1厨5卫,70年,萧山,2200w,精装,"
                    精装修，现在自住，装修大概五六年了，房东表示，房子里能动的东西都要带走，如果客户想留下来，价格另外谈，
                  ",东南 南,273.99㎡,https://hz.lianjia.com/ershoufang/103101827478.html
中楼层 (共7层),杭州,暂无数据,,满五年,上宁新村,66688yuan/m2,九莲,3室2厅1厨1卫,70年,西湖,630w,精装,"
                    房龄新，2000年房龄。格局好，两房朝南一房朝北
                  ",南 北,94.47㎡,https://hz.lianjia.com/ershoufang/103101364912.html
中楼层 (共11层),佛山,74.38㎡,,满五年,中南海晖园,24720yuan/m2,黄岐,3室2厅1厨1卫,70年,南海,220w,其他,"
                    环境优美 采光充足
                  ",东南,89㎡,https://fs.lianjia.com/ershoufang/FS0003147027.html
低楼层 (共9层),杭州,暂无数据,,满五年,崇文公寓,85679yuan/m2,学军,3室2厅1厨2卫,70年,西湖,1020w,精装,"
                    此房满5年，业主家庭唯一住房，无个税，节省购房开支。
                  ",南,119.05㎡,https://hz.lianjia.com/ershoufang/103101621536.html
低楼层 (共25层),佛山,暂无数据,,满五年,威斯广场峰景,12919yuan/m2,乐从,2室2厅1厨1卫,70年,顺德,108w,简装,"
                    交通便利 购物方便
                  ",北,83.6㎡,https://fs.lianjia.com/ershoufang/FS0002754119.html
高楼层 (共9层),佛山,55.1㎡,,满五年,银丰豪庭,16697yuan/m2,大良西北区,2室1厅1厨1卫,70年,顺德,92w,简装,"
                    电梯洋房 证满五年
                  ",南,55.1㎡,https://fs.lianjia.com/ershoufang/FS0002599006.html
低楼层 (共20层),佛山,暂无数据,,满五年,季华新景园,13158yuan/m2,季华,3室2厅0厨1卫,70年,禅城,150w,精装,"
                    此房是电梯4楼 装修比较新净 业主保养的很好 双阳台 带主套 瓷砖地板 每个房间都有窗户 采光通风效果很好
                  ",南 北,114㎡,https://fs.lianjia.com/ershoufang/FS0001718522.html
